Employee_ID,Attrition_rate
EID_22713,0.202178571
EID_9658,0.388552857
EID_22203,0.178613571
EID_7652,0.203200952
EID_6516,0.170649286
EID_20283,0.173273571
EID_21014,0.249940238
EID_7693,0.142583214
EID_13232,0.088921429
EID_6515,0.21146
EID_13639,0.182432143
EID_14669,0.176959286
EID_16537,0.290321429
EID_5782,0.230875714
EID_20157,0.223247143
EID_1855,0.198647143
EID_20748,0.211414286
EID_23179,0.173762143
EID_12838,0.209409286
EID_21656,0.138651429
EID_8844,0.194989143
EID_1536,0.17075
EID_8822,0.173273571
EID_11398,0.236746429
EID_12965,0.284753571
EID_5204,0.177349857
EID_10030,0.166777143
EID_13227,0.24571
EID_20607,0.231507857
EID_14070,0.157803571
EID_3755,0.302132143
EID_5459,0.216984286
EID_7697,0.218342143
EID_3935,0.267718571
EID_19046,0.233725714
EID_4040,0.185638571
EID_17730,0.223952857
EID_4995,0.141403929
EID_24653,0.184247857
EID_6978,0.222523571
EID_13775,0.15566
EID_14608,0.2978
EID_3148,0.238470714
EID_24868,0.306398571
EID_5521,0.177176429
EID_21155,0.248005714
EID_3840,0.193768929
EID_10646,0.19229
EID_6711,0.193973929
EID_16247,0.195228571
EID_16789,0.182171429
EID_17967,0.212636429
EID_13270,0.279549286
EID_18462,0.137425714
EID_22248,0.193210714
EID_22693,0.186171429
EID_25662,0.188545714
EID_23346,0.205167857
EID_4437,0.224163571
EID_18108,0.178675
EID_7000,0.138669286
EID_22770,0.168256071
EID_7816,0.095717857
EID_19615,0.204129286
EID_23807,0.228893571
EID_16764,0.217921429
EID_16818,0.216371429
EID_22712,0.205435
EID_18198,0.201425
EID_11154,0.228262143
EID_22137,0.228191429
EID_11655,0.165073571
EID_18514,0.184635714
EID_24742,0.111657857
EID_16019,0.232580714
EID_7357,0.163791429
EID_20106,0.193091607
EID_13284,0.2309
EID_5451,0.146199286
EID_19728,0.258696429
EID_9178,0.204398571
EID_13177,0.153195
EID_14300,0.237923571
EID_4379,0.181767143
EID_11285,0.146655
EID_14882,0.254697143
EID_9969,0.210726429
EID_23643,0.183992857
EID_5935,0.218851429
EID_7741,0.248424286
EID_6176,0.142892143
EID_5418,0.236085714
EID_20626,0.309501429
EID_1725,0.1918
EID_14317,0.233698571
EID_12120,0.165176429
EID_20264,0.195914107
EID_16691,0.161505714
EID_1093,0.189167143
EID_2565,0.245521429
EID_11463,0.152190714
EID_12005,0.134943095
EID_10326,0.329737857
EID_12582,0.193494286
EID_18228,0.183005714
EID_11670,0.205093571
EID_24257,0.250166429
EID_7024,0.247926429
EID_10382,0.189703571
EID_20210,0.18024
EID_10294,0.118187857
EID_19941,0.272537857
EID_25572,0.167863571
EID_7758,0.13479625
EID_22718,0.237212857
EID_1078,0.158283571
EID_8227,0.188756429
EID_1702,0.156819286
EID_3532,0.207357143
EID_22452,0.152253571
EID_3019,0.21803881
EID_22264,0.210452857
EID_9866,0.201652143
EID_3520,0.212832857
EID_21098,0.295113571
EID_1186,0.270413571
EID_12355,0.252276429
EID_11020,0.178297143
EID_19193,0.163843571
EID_17787,0.139798571
EID_13719,0.18118325
EID_24449,0.242765714
EID_12957,0.235750714
EID_24794,0.183858571
EID_2866,0.223308214
EID_10563,0.169353571
EID_22492,0.195305714
EID_4106,0.157384286
EID_6648,0.260875714
EID_7209,0.178204286
EID_9692,0.143129286
EID_22763,0.156598571
EID_12622,0.194985
EID_9831,0.231014286
EID_5731,0.2114075
EID_1114,0.166767857
EID_25017,0.259483571
EID_22956,0.1328625
EID_5549,0.256877857
EID_12022,0.247922143
EID_8034,0.191145
EID_20644,0.17334
EID_20125,0.190520714
EID_21957,0.143397857
EID_8870,0.191425
EID_2305,0.181518571
EID_3977,0.236282857
EID_14845,0.271872143
EID_6629,0.190775
EID_14577,0.236987143
EID_24509,0.273449286
EID_1530,0.138901429
EID_21524,0.251402143
EID_6647,0.252254286
EID_19730,0.217589286
EID_4424,0.131637143
EID_7964,0.269368571
EID_6289,0.25047
EID_2899,0.227786429
EID_2827,0.202264286
EID_8801,0.218411429
EID_20454,0.184813571
EID_18988,0.170795714
EID_8405,0.223310714
EID_14497,0.111507143
EID_11769,0.252587143
EID_21353,0.294621429
EID_2221,0.212516429
EID_13218,0.162555
EID_4576,0.306325
EID_17470,0.211906429
EID_14817,0.15475
EID_21845,0.126010714
EID_21987,0.157192143
EID_1168,0.246874286
EID_14315,0.240273571
EID_5043,0.249831429
EID_1967,0.186138571
EID_22274,0.195806429
EID_11091,0.151934643
EID_18421,0.186198571
EID_8316,0.190094286
EID_13308,0.228057143
EID_19481,0.213223214
EID_17732,0.182242857
EID_4504,0.102012857
EID_2539,0.20744
EID_19529,0.206173571
EID_2279,0.201995
EID_14508,0.236155
EID_12241,0.19197
EID_11530,0.277485
EID_20147,0.15297
EID_6154,0.130097619
EID_3523,0.148975
EID_20453,0.246725
EID_11929,0.311672143
EID_12840,0.169474286
EID_22320,0.145978571
EID_25383,0.215647143
EID_10731,0.216400714
EID_1017,0.180042143
EID_1819,0.272744286
EID_22849,0.169483393
EID_12290,0.205308571
EID_24238,0.158548571
EID_3105,0.133294048
EID_14242,0.12627
EID_16569,0.231732143
EID_8094,0.129555
EID_7824,0.176522143
EID_8978,0.218094286
EID_25314,0.158276667
EID_17810,0.236465
EID_14856,0.191785
EID_22144,0.196635
EID_23603,0.184820714
EID_7211,0.168325714
EID_19340,0.223042857
EID_1501,0.185724286
EID_22111,0.222616429
EID_16147,0.192022857
EID_16746,0.244177143
EID_20777,0.238985
EID_12999,0.14779
EID_21663,0.204991571
EID_11862,0.143218571
EID_17683,0.405441429
EID_19819,0.173879286
EID_21562,0.121649286
EID_24390,0.178317143
EID_14444,0.18404
EID_3261,0.150629286
EID_7752,0.157384286
EID_3033,0.196457143
EID_22433,0.24726
EID_23727,0.166384286
EID_24107,0.164608571
EID_22537,0.238614286
EID_13645,0.193658571
EID_16021,0.178218571
EID_19800,0.200776429
EID_1944,0.276372143
EID_15868,0.19986
EID_22188,0.207649286
EID_13833,0.187816
EID_15028,0.159835
EID_24861,0.195657857
EID_13033,0.152137857
EID_23673,0.221221429
EID_13265,0.223573571
EID_23411,0.2649975
EID_3761,0.217307857
EID_7299,0.192719286
EID_2379,0.184841429
EID_18863,0.203060357
EID_12115,0.200935286
EID_23879,0.169300714
EID_16586,0.231077143
EID_19003,0.198855
EID_11107,0.20312
EID_15416,0.166217143
