Employee_ID,Attrition_rate
EID_22713,0.186651326
EID_9658,0.222568646
EID_22203,0.172169003
EID_7652,0.191183723
EID_6516,0.178151308
EID_20283,0.196827343
EID_21014,0.194097579
EID_7693,0.179952279
EID_13232,0.142964076
EID_6515,0.236491222
EID_13639,0.163401325
EID_14669,0.157005011
EID_16537,0.229590408
EID_5782,0.157802006
EID_20157,0.198240583
EID_1855,0.165783422
EID_20748,0.180051582
EID_23179,0.168031878
EID_12838,0.190202945
EID_21656,0.186071234
EID_8844,0.187473023
EID_1536,0.183834851
EID_8822,0.188873622
EID_11398,0.217120905
EID_12965,0.212564923
EID_5204,0.164464736
EID_10030,0.19803525
EID_13227,0.195938105
EID_20607,0.167625005
EID_14070,0.181689629
EID_3755,0.232739827
EID_5459,0.184016394
EID_7697,0.20790535
EID_3935,0.200317834
EID_19046,0.203209641
EID_4040,0.218506112
EID_17730,0.183542903
EID_4995,0.195620586
EID_24653,0.212733798
EID_6978,0.182471991
EID_13775,0.169551097
EID_14608,0.234855065
EID_3148,0.186912168
EID_24868,0.244382542
EID_5521,0.192245553
EID_21155,0.218685663
EID_3840,0.214979394
EID_10646,0.182337194
EID_6711,0.171667318
EID_16247,0.198898213
EID_16789,0.156602516
EID_17967,0.221414246
EID_13270,0.2219642
EID_18462,0.161158641
EID_22248,0.187927475
EID_22693,0.185201604
EID_25662,0.201603009
EID_23346,0.213934311
EID_4437,0.198677664
EID_18108,0.192298497
EID_7000,0.155324068
EID_22770,0.197272292
EID_7816,0.13321503
EID_19615,0.180697583
EID_23807,0.18797217
EID_16764,0.215980877
EID_16818,0.211185995
EID_22712,0.170917358
EID_18198,0.227034712
EID_11154,0.195925534
EID_22137,0.189601609
EID_11655,0.203921123
EID_18514,0.199274419
EID_24742,0.15204646
EID_16019,0.193347016
EID_7357,0.176732665
EID_20106,0.162040982
EID_13284,0.214547896
EID_5451,0.152256012
EID_19728,0.2361374
EID_9178,0.209737591
EID_13177,0.163891964
EID_14300,0.22624552
EID_4379,0.206568778
EID_11285,0.192742805
EID_14882,0.220782083
EID_9969,0.195109139
EID_23643,0.185526832
EID_5935,0.209392674
EID_7741,0.204800663
EID_6176,0.193429526
EID_5418,0.235375185
EID_20626,0.230249689
EID_1725,0.179016249
EID_14317,0.209964898
EID_12120,0.190646058
EID_20264,0.180450471
EID_16691,0.178012441
EID_1093,0.172227833
EID_2565,0.22484257
EID_11463,0.186326866
EID_12005,0.16049279
EID_10326,0.17940107
EID_12582,0.204243501
EID_18228,0.18745335
EID_11670,0.197751978
EID_24257,0.204466092
EID_7024,0.230358821
EID_10382,0.190413365
EID_20210,0.187415598
EID_10294,0.149882111
EID_19941,0.206517464
EID_25572,0.201506139
EID_7758,0.160454689
EID_22718,0.170995467
EID_1078,0.190175677
EID_8227,0.188866105
EID_1702,0.177199516
EID_3532,0.184825086
EID_22452,0.157096422
EID_3019,0.171446337
EID_22264,0.218998937
EID_9866,0.189204206
EID_3520,0.18725544
EID_21098,0.210093208
EID_1186,0.203605392
EID_12355,0.195744569
EID_11020,0.151122304
EID_19193,0.170314144
EID_17787,0.171504182
EID_13719,0.153801183
EID_24449,0.187354491
EID_12957,0.153156864
EID_24794,0.190948127
EID_2866,0.212871997
EID_10563,0.164382515
EID_22492,0.178000967
EID_4106,0.172045838
EID_6648,0.201749724
EID_7209,0.15848657
EID_9692,0.16004215
EID_22763,0.201664424
EID_12622,0.20351865
EID_9831,0.205432976
EID_5731,0.181059105
EID_1114,0.156001949
EID_25017,0.216464939
EID_22956,0.160126892
EID_5549,0.202558275
EID_12022,0.215218109
EID_8034,0.177050326
EID_20644,0.189723674
EID_20125,0.202193853
EID_21957,0.165449824
EID_8870,0.188314959
EID_2305,0.17816359
EID_3977,0.178176278
EID_14845,0.192724454
EID_6629,0.164593893
EID_14577,0.172965375
EID_24509,0.221987817
EID_1530,0.152083328
EID_21524,0.225485627
EID_6647,0.208661167
EID_19730,0.244215476
EID_4424,0.159330097
EID_7964,0.21861166
EID_6289,0.201204989
EID_2899,0.194891214
EID_2827,0.231635987
EID_8801,0.231678853
EID_20454,0.19763643
EID_18988,0.195208522
EID_8405,0.193670545
EID_14497,0.148554074
EID_11769,0.220155329
EID_21353,0.226262653
EID_2221,0.192234194
EID_13218,0.138446426
EID_4576,0.248632691
EID_17470,0.216580622
EID_14817,0.175108129
EID_21845,0.15459637
EID_21987,0.145065095
EID_1168,0.21819261
EID_14315,0.206375161
EID_5043,0.181981438
EID_1967,0.157352483
EID_22274,0.198224548
EID_11091,0.157276453
EID_18421,0.178582565
EID_8316,0.187609447
EID_13308,0.227032462
EID_19481,0.238192577
EID_17732,0.178106465
EID_4504,0.132135654
EID_2539,0.196263956
EID_19529,0.206013619
EID_2279,0.226564573
EID_14508,0.206092017
EID_12241,0.19887261
EID_11530,0.198503544
EID_20147,0.14783745
EID_6154,0.148438379
EID_3523,0.16523487
EID_20453,0.215251631
EID_11929,0.242547501
EID_12840,0.178246238
EID_22320,0.177411277
EID_25383,0.197605052
EID_10731,0.20018371
EID_1017,0.168360494
EID_1819,0.215312353
EID_22849,0.196712754
EID_12290,0.206676984
EID_24238,0.204024131
EID_3105,0.159390725
EID_14242,0.164655542
EID_16569,0.202650787
EID_8094,0.174407663
EID_7824,0.156740622
EID_8978,0.187605736
EID_25314,0.187368107
EID_17810,0.210844984
EID_14856,0.164940525
EID_22144,0.164957812
EID_23603,0.166703604
EID_7211,0.204267781
EID_19340,0.17467836
EID_1501,0.163021917
EID_22111,0.185599726
EID_16147,0.181381157
EID_16746,0.210515482
EID_20777,0.184765095
EID_12999,0.169936586
EID_21663,0.206692733
EID_11862,0.158670427
EID_17683,0.298593603
EID_19819,0.175408758
EID_21562,0.190870983
EID_24390,0.169430488
EID_14444,0.156031186
EID_3261,0.162566161
EID_7752,0.186909892
EID_3033,0.234227864
EID_22433,0.210622165
EID_23727,0.16410926
EID_24107,0.159413038
EID_22537,0.19369127
EID_13645,0.184344393
EID_16021,0.157684309
EID_19800,0.194838356
EID_1944,0.244115681
EID_15868,0.174459279
EID_22188,0.209085283
EID_13833,0.219959287
EID_15028,0.175196718
